EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_GENDER	FR_SEXE	TOTAL
2020	Q1	Jan	2020	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	45
2023	Q4	Dec	2023	T4	déc.	Nunavut	Nunavut	Female	Femmes	--
2024	Q2	Apr	2024	T2	avr.	Yukon	Yukon	Male	Hommes	40
2017	Q3	Aug	2017	T3	août	Alberta	Alberta	Female	Femmes	1370
2015	Q4	Nov	2015	T4	nov.	New Brunswick	Nouveau-Brunswick	Male	Hommes	80
2022	Q3	Sep	2022	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	145
2024	Q1	Mar	2024	T1	mars	Manitoba	Manitoba	Female	Femmes	790
2019	Q4	Oct	2019	T4	oct.	Ontario	Ontario	Male	Hommes	6565
2024	Q4	Dec	2024	T4	déc.	Ontario	Ontario	Male	Hommes	6950
2016	Q2	Apr	2016	T2	avr.	British Columbia	Colombie-Britannique	Female	Femmes	1985
2016	Q4	Oct	2016	T4	oct.	Quebec	Québec	Female	Femmes	1740
2019	Q2	Apr	2019	T2	avr.	Yukon	Yukon	Female	Femmes	15
2017	Q4	Oct	2017	T4	oct.	Nunavut	Nunavut	Female	Femmes	--
2019	Q2	Apr	2019	T2	avr.	Yukon	Yukon	Male	Hommes	15
2024	Q1	Mar	2024	T1	mars	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2024	Q2	May	2024	T2	mai	Manitoba	Manitoba	Female	Femmes	1325
2016	Q2	Apr	2016	T2	avr.	British Columbia	Colombie-Britannique	Male	Hommes	1840
2020	Q3	Sep	2020	T3	sept.	Quebec	Québec	Female	Femmes	1225
2020	Q4	Nov	2020	T4	nov.	Nunavut	Nunavut	Female	Femmes	5
2025	Q2	May	2025	T2	mai	Nova Scotia	Nouvelle-Écosse	Female	Femmes	390
2024	Q1	Mar	2024	T1	mars	Manitoba	Manitoba	Male	Hommes	820
2017	Q1	Mar	2017	T1	mars	Alberta	Alberta	Female	Femmes	2415
2020	Q1	Feb	2020	T1	fév.	Quebec	Québec	Female	Femmes	1415
2018	Q1	Mar	2018	T1	mars	Manitoba	Manitoba	Female	Femmes	695
2021	Q3	Jul	2021	T3	juil.	New Brunswick	Nouveau-Brunswick	Male	Hommes	325
2025	Q2	May	2025	T2	mai	Alberta	Alberta	Female	Femmes	2205
2023	Q4	Nov	2023	T4	nov.	Alberta	Alberta	Male	Hommes	1995
2016	Q1	Feb	2016	T1	fév.	Manitoba	Manitoba	Female	Femmes	760
2021	Q2	Apr	2021	T2	avr.	Quebec	Québec	Male	Hommes	1465
2023	Q4	Dec	2023	T4	déc.	Alberta	Alberta	Male	Hommes	2600
2019	Q1	Jan	2019	T1	janv.	Ontario	Ontario	Female	Femmes	4390
2018	Q4	Dec	2018	T4	déc.	Manitoba	Manitoba	Female	Femmes	500
2017	Q1	Jan	2017	T1	janv.	New Brunswick	Nouveau-Brunswick	Male	Hommes	105
2025	Q2	Apr	2025	T2	avr.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	295
2023	Q2	May	2023	T2	mai	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	15
2017	Q2	Jun	2017	T2	juin	Ontario	Ontario	Female	Femmes	4980
2020	Q4	Nov	2020	T4	nov.	Saskatchewan	Saskatchewan	Male	Hommes	245
2021	Q4	Nov	2021	T4	nov.	New Brunswick	Nouveau-Brunswick	Male	Hommes	395
2024	Q4	Nov	2024	T4	nov.	Ontario	Ontario	Female	Femmes	8630
2023	Q3	Jul	2023	T3	juil.	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2016	Q1	Feb	2016	T1	fév.	British Columbia	Colombie-Britannique	Male	Hommes	2030
2023	Q2	May	2023	T2	mai	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	15
2020	Q1	Feb	2020	T1	fév.	British Columbia	Colombie-Britannique	Male	Hommes	2025
2016	Q2	May	2016	T2	mai	Quebec	Québec	Another gender	Un autre genre	--
2015	Q2	May	2015	T2	mai	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2022	Q1	Mar	2022	T1	mars	Quebec	Québec	Another gender	Un autre genre	--
2015	Q2	Apr	2015	T2	avr.	Manitoba	Manitoba	Male	Hommes	635
2017	Q1	Mar	2017	T1	mars	Nova Scotia	Nouvelle-Écosse	Male	Hommes	220
2021	Q1	Jan	2021	T1	janv.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	165
2023	Q4	Nov	2023	T4	nov.	Saskatchewan	Saskatchewan	Male	Hommes	700
2019	Q2	Jun	2019	T2	juin	Manitoba	Manitoba	Male	Hommes	1100
2017	Q3	Jul	2017	T3	juil.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	200
2021	Q4	Nov	2021	T4	nov.	Ontario	Ontario	Female	Femmes	11210
2022	Q2	Jun	2022	T2	juin	British Columbia	Colombie-Britannique	Male	Hommes	2795
2021	Q2	Jun	2021	T2	juin	New Brunswick	Nouveau-Brunswick	Female	Femmes	175
2025	Q1	Jan	2025	T1	janv.	Quebec	Québec	Female	Femmes	1135
2015	Q1	Mar	2015	T1	mars	Saskatchewan	Saskatchewan	Female	Femmes	510
2024	Q2	Apr	2024	T2	avr.	Quebec	Québec	Female	Femmes	2465
2019	Q2	May	2019	T2	mai	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2025	Q4	Dec	2025	T4	déc.	Nunavut	Nunavut	Male	Hommes	5
2018	Q3	Sep	2018	T3	sept.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	5
2020	Q4	Dec	2020	T4	déc.	Yukon	Yukon	Male	Hommes	--
2021	Q1	Jan	2021	T1	janv.	Quebec	Québec	Another gender	Un autre genre	--
2018	Q3	Jul	2018	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	100
2024	Q3	Aug	2024	T3	août	Nova Scotia	Nouvelle-Écosse	Female	Femmes	680
2017	Q1	Mar	2017	T1	mars	Ontario	Ontario	Male	Hommes	4815
2016	Q2	Apr	2016	T2	avr.	Saskatchewan	Saskatchewan	Female	Femmes	705
2018	Q2	Apr	2018	T2	avr.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	5
2024	Q2	Jun	2024	T2	juin	Saskatchewan	Saskatchewan	Female	Femmes	1145
2017	Q2	Jun	2017	T2	juin	Nova Scotia	Nouvelle-Écosse	Female	Femmes	215
2018	Q2	Apr	2018	T2	avr.	Saskatchewan	Saskatchewan	Female	Femmes	745
2021	Q3	Jul	2021	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	100
2025	Q4	Oct	2025	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	90
2015	Q2	May	2015	T2	mai	Quebec	Québec	Male	Hommes	2155
2023	Q3	Jul	2023	T3	juil.	Ontario	Ontario	Female	Femmes	9120
2021	Q4	Dec	2021	T4	déc.	Ontario	Ontario	Another gender	Un autre genre	--
2021	Q4	Oct	2021	T4	oct.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2023	Q4	Oct	2023	T4	oct.	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2024	Q1	Feb	2024	T1	fév.	Nunavut	Nunavut	Female	Femmes	--
2024	Q2	Apr	2024	T2	avr.	New Brunswick	Nouveau-Brunswick	Male	Hommes	825
2024	Q1	Mar	2024	T1	mars	British Columbia	Colombie-Britannique	Female	Femmes	2405
2016	Q1	Feb	2016	T1	fév.	Quebec	Québec	Male	Hommes	2600
2018	Q3	Jul	2018	T3	juil.	New Brunswick	Nouveau-Brunswick	Male	Hommes	235
2019	Q3	Sep	2019	T3	sept.	Saskatchewan	Saskatchewan	Male	Hommes	1100
2021	Q4	Nov	2021	T4	nov.	Ontario	Ontario	Male	Hommes	12330
2021	Q3	Jul	2021	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	180
2025	Q1	Feb	2025	T1	fév.	Ontario	Ontario	Male	Hommes	8055
2016	Q1	Jan	2016	T1	janv.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	365
2022	Q1	Feb	2022	T1	fév.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	550
2025	Q2	Apr	2025	T2	avr.	New Brunswick	Nouveau-Brunswick	Female	Femmes	375
2023	Q3	Aug	2023	T3	août	Nova Scotia	Nouvelle-Écosse	Female	Femmes	480
2019	Q1	Feb	2019	T1	fév.	Alberta	Alberta	Female	Femmes	1385
2018	Q3	Aug	2018	T3	août	Nova Scotia	Nouvelle-Écosse	Female	Femmes	255
2021	Q3	Sep	2021	T3	sept.	Yukon	Yukon	Male	Hommes	25
2021	Q4	Nov	2021	T4	nov.	Saskatchewan	Saskatchewan	Female	Femmes	635
2018	Q4	Dec	2018	T4	déc.	British Columbia	Colombie-Britannique	Female	Femmes	1775
2016	Q3	Jul	2016	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	165
2022	Q4	Oct	2022	T4	oct.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	5
2019	Q4	Nov	2019	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	80
2020	Q4	Nov	2020	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	40
2023	Q2	May	2023	T2	mai	New Brunswick	Nouveau-Brunswick	Male	Hommes	480
2022	Q1	Mar	2022	T1	mars	British Columbia	Colombie-Britannique	Female	Femmes	3595
2019	Q3	Sep	2019	T3	sept.	Saskatchewan	Saskatchewan	Female	Femmes	1085
2016	Q3	Sep	2016	T3	sept.	British Columbia	Colombie-Britannique	Male	Hommes	1090
2023	Q4	Dec	2023	T4	déc.	Saskatchewan	Saskatchewan	Female	Femmes	865
2019	Q3	Jul	2019	T3	juil.	British Columbia	Colombie-Britannique	Male	Hommes	2700
2025	Q2	Jun	2025	T2	juin	Yukon	Yukon	Female	Femmes	35
2023	Q3	Aug	2023	T3	août	British Columbia	Colombie-Britannique	Male	Hommes	2615
2016	Q3	Sep	2016	T3	sept.	New Brunswick	Nouveau-Brunswick	Male	Hommes	125
2018	Q3	Aug	2018	T3	août	Yukon	Yukon	Female	Femmes	10
2022	Q2	Jun	2022	T2	juin	Quebec	Québec	Female	Femmes	3490
2021	Q2	May	2021	T2	mai	Alberta	Alberta	Female	Femmes	860
2016	Q2	Jun	2016	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	60
2019	Q2	Apr	2019	T2	avr.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	280
2018	Q3	Jul	2018	T3	juil.	New Brunswick	Nouveau-Brunswick	Female	Femmes	210
2019	Q1	Feb	2019	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	105
2025	Q4	Oct	2025	T4	oct.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	15
2020	Q3	Sep	2020	T3	sept.	British Columbia	Colombie-Britannique	Male	Hommes	980
2017	Q2	Jun	2017	T2	juin	British Columbia	Colombie-Britannique	Female	Femmes	1810
2017	Q2	Jun	2017	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	110
2024	Q2	Apr	2024	T2	avr.	Saskatchewan	Saskatchewan	Male	Hommes	1185
2024	Q4	Dec	2024	T4	déc.	Saskatchewan	Saskatchewan	Female	Femmes	580
2024	Q4	Oct	2024	T4	oct.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2015	Q1	Mar	2015	T1	mars	Manitoba	Manitoba	Female	Femmes	690
2018	Q1	Mar	2018	T1	mars	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	35
2021	Q3	Jul	2021	T3	juil.	Ontario	Ontario	Female	Femmes	8765
2018	Q1	Mar	2018	T1	mars	Quebec	Québec	Male	Hommes	2405
2023	Q2	Apr	2023	T2	avr.	Nunavut	Nunavut	Male	Hommes	5
2024	Q1	Mar	2024	T1	mars	Ontario	Ontario	Male	Hommes	7440
2024	Q2	Apr	2024	T2	avr.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	15
2021	Q1	Feb	2021	T1	fév.	Alberta	Alberta	Female	Femmes	1155
2023	Q2	May	2023	T2	mai	Alberta	Alberta	Male	Hommes	2965
2015	Q3	Sep	2015	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	55
2017	Q1	Mar	2017	T1	mars	Quebec	Québec	Another gender	Un autre genre	--
2021	Q1	Mar	2021	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	40
2017	Q4	Dec	2017	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	5
2015	Q2	May	2015	T2	mai	Alberta	Alberta	Male	Hommes	1930
2022	Q4	Dec	2022	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	40
2024	Q4	Dec	2024	T4	déc.	Saskatchewan	Saskatchewan	Male	Hommes	500
2017	Q2	Jun	2017	T2	juin	British Columbia	Colombie-Britannique	Male	Hommes	1640
2024	Q2	May	2024	T2	mai	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	15
2024	Q3	Jul	2024	T3	juil.	Nunavut	Nunavut	Female	Femmes	--
2024	Q3	Jul	2024	T3	juil.	New Brunswick	Nouveau-Brunswick	Female	Femmes	805
2019	Q3	Aug	2019	T3	août	Alberta	Alberta	Female	Femmes	1975
2022	Q2	May	2022	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	160
2022	Q4	Nov	2022	T4	nov.	New Brunswick	Nouveau-Brunswick	Male	Hommes	385
2018	Q3	Aug	2018	T3	août	Alberta	Alberta	Male	Hommes	1445
2018	Q1	Jan	2018	T1	janv.	Alberta	Alberta	Male	Hommes	1460
2016	Q3	Aug	2016	T3	août	Alberta	Alberta	Male	Hommes	1555
2016	Q3	Aug	2016	T3	août	Ontario	Ontario	Female	Femmes	3765
2020	Q1	Jan	2020	T1	janv.	Manitoba	Manitoba	Male	Hommes	530
2019	Q3	Aug	2019	T3	août	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	5
2022	Q4	Nov	2022	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	40
2024	Q2	Apr	2024	T2	avr.	Nunavut	Nunavut	Female	Femmes	5
2022	Q3	Sep	2022	T3	sept.	Nova Scotia	Nouvelle-Écosse	Another gender	Un autre genre	--
2016	Q2	Jun	2016	T2	juin	Manitoba	Manitoba	Male	Hommes	945
2022	Q3	Sep	2022	T3	sept.	New Brunswick	Nouveau-Brunswick	Female	Femmes	580
2025	Q2	Apr	2025	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	65
2018	Q4	Nov	2018	T4	nov.	New Brunswick	Nouveau-Brunswick	Male	Hommes	160
2021	Q1	Mar	2021	T1	mars	Yukon	Yukon	Female	Femmes	10
2015	Q4	Oct	2015	T4	oct.	Quebec	Québec	Another gender	Un autre genre	--
2016	Q2	Apr	2016	T2	avr.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	15
2020	Q1	Mar	2020	T1	mars	New Brunswick	Nouveau-Brunswick	Female	Femmes	160
2021	Q2	May	2021	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	45
2023	Q3	Sep	2023	T3	sept.	Quebec	Québec	Female	Femmes	3025
2023	Q4	Nov	2023	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	85
2018	Q1	Feb	2018	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	75
2015	Q2	Apr	2015	T2	avr.	New Brunswick	Nouveau-Brunswick	Male	Hommes	80
2016	Q1	Jan	2016	T1	janv.	Ontario	Ontario	Male	Hommes	5120
2020	Q2	Jun	2020	T2	juin	Nova Scotia	Nouvelle-Écosse	Male	Hommes	235
2023	Q1	Feb	2023	T1	fév.	New Brunswick	Nouveau-Brunswick	Female	Femmes	420
2018	Q1	Jan	2018	T1	janv.	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2018	Q1	Jan	2018	T1	janv.	Nunavut	Nunavut	Female	Femmes	--
2019	Q3	Aug	2019	T3	août	New Brunswick	Nouveau-Brunswick	Male	Hommes	300
2024	Q2	Jun	2024	T2	juin	Yukon	Yukon	Male	Hommes	40
2017	Q2	Apr	2017	T2	avr.	Saskatchewan	Saskatchewan	Male	Hommes	715
2022	Q3	Sep	2022	T3	sept.	Alberta	Alberta	Female	Femmes	2510
2022	Q2	May	2022	T2	mai	Quebec	Québec	Male	Hommes	3040
2017	Q1	Mar	2017	T1	mars	Manitoba	Manitoba	Female	Femmes	820
2024	Q4	Dec	2024	T4	déc.	Alberta	Alberta	Female	Femmes	2500
2016	Q1	Mar	2016	T1	mars	British Columbia	Colombie-Britannique	Female	Femmes	1970
2018	Q4	Dec	2018	T4	déc.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	165
2018	Q3	Jul	2018	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	115
2023	Q3	Sep	2023	T3	sept.	Manitoba	Manitoba	Female	Femmes	675
2025	Q4	Oct	2025	T4	oct.	New Brunswick	Nouveau-Brunswick	Male	Hommes	450
2021	Q2	May	2021	T2	mai	Saskatchewan	Saskatchewan	Female	Femmes	190
2023	Q4	Dec	2023	T4	déc.	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2022	Q3	Aug	2022	T3	août	Quebec	Québec	Female	Femmes	2870
2021	Q3	Aug	2021	T3	août	Yukon	Yukon	Male	Hommes	35
2022	Q2	May	2022	T2	mai	Ontario	Ontario	Male	Hommes	7885
2021	Q2	Apr	2021	T2	avr.	Yukon	Yukon	Male	Hommes	20
2021	Q2	Apr	2021	T2	avr.	New Brunswick	Nouveau-Brunswick	Female	Femmes	100
2024	Q2	Apr	2024	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	265
2017	Q1	Mar	2017	T1	mars	Saskatchewan	Saskatchewan	Female	Femmes	745
2021	Q4	Oct	2021	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	115
2022	Q3	Sep	2022	T3	sept.	Ontario	Ontario	Male	Hommes	9195
2017	Q3	Sep	2017	T3	sept.	British Columbia	Colombie-Britannique	Female	Femmes	1485
2018	Q4	Nov	2018	T4	nov.	Yukon	Yukon	Female	Femmes	10
2015	Q4	Nov	2015	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	50
2015	Q1	Mar	2015	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	35
2016	Q4	Dec	2016	T4	déc.	Quebec	Québec	Male	Hommes	1695
2021	Q1	Jan	2021	T1	janv.	Alberta	Alberta	Female	Femmes	1355
2016	Q4	Oct	2016	T4	oct.	Quebec	Québec	Another gender	Un autre genre	--
2016	Q3	Jul	2016	T3	juil.	New Brunswick	Nouveau-Brunswick	Female	Femmes	215
2025	Q4	Dec	2025	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	15
2019	Q4	Oct	2019	T4	oct.	Ontario	Ontario	Female	Femmes	6885
2017	Q3	Jul	2017	T3	juil.	British Columbia	Colombie-Britannique	Female	Femmes	1435
2017	Q2	May	2017	T2	mai	Ontario	Ontario	Female	Femmes	4730
2024	Q2	May	2024	T2	mai	Quebec	Québec	Male	Hommes	2885
2019	Q1	Jan	2019	T1	janv.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	185
2024	Q3	Aug	2024	T3	août	Manitoba	Manitoba	Male	Hommes	1120
2015	Q3	Aug	2015	T3	août	Ontario	Ontario	Female	Femmes	4595
2025	Q2	May	2025	T2	mai	Ontario	Ontario	Male	Hommes	7260
2024	Q2	Apr	2024	T2	avr.	Yukon	Yukon	Female	Femmes	30
2017	Q1	Jan	2017	T1	janv.	British Columbia	Colombie-Britannique	Female	Femmes	2005
2020	Q3	Sep	2020	T3	sept.	Quebec	Québec	Male	Hommes	1240
2017	Q2	Jun	2017	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	60
2020	Q1	Feb	2020	T1	fév.	Nova Scotia	Nouvelle-Écosse	Another gender	Un autre genre	--
2016	Q4	Oct	2016	T4	oct.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2020	Q1	Feb	2020	T1	fév.	Ontario	Ontario	Another gender	Un autre genre	--
2021	Q3	Jul	2021	T3	juil.	Quebec	Québec	Male	Hommes	2575
2021	Q2	Jun	2021	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	60
2019	Q4	Dec	2019	T4	déc.	Alberta	Alberta	Male	Hommes	1265
2021	Q2	May	2021	T2	mai	Ontario	Ontario	Another gender	Un autre genre	--
2016	Q1	Mar	2016	T1	mars	Alberta	Alberta	Female	Femmes	2560
2016	Q2	May	2016	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	90
2021	Q3	Sep	2021	T3	sept.	Alberta	Alberta	Male	Hommes	2145
2024	Q4	Nov	2024	T4	nov.	Manitoba	Manitoba	Female	Femmes	715
2018	Q2	May	2018	T2	mai	Quebec	Québec	Female	Femmes	2105
2015	Q2	Jun	2015	T2	juin	Nova Scotia	Nouvelle-Écosse	Female	Femmes	160
2025	Q3	Jul	2025	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	15
2018	Q3	Aug	2018	T3	août	Saskatchewan	Saskatchewan	Female	Femmes	650
2015	Q2	May	2015	T2	mai	British Columbia	Colombie-Britannique	Male	Hommes	1450
2016	Q3	Aug	2016	T3	août	Yukon	Yukon	Male	Hommes	--
2024	Q4	Oct	2024	T4	oct.	Quebec	Québec	Another gender	Un autre genre	--
2017	Q4	Oct	2017	T4	oct.	New Brunswick	Nouveau-Brunswick	Male	Hommes	150
2022	Q2	Jun	2022	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	170
2022	Q2	Apr	2022	T2	avr.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	10
2021	Q2	Apr	2021	T2	avr.	British Columbia	Colombie-Britannique	Female	Femmes	1895
2016	Q2	May	2016	T2	mai	Quebec	Québec	Male	Hommes	2615
2020	Q1	Jan	2020	T1	janv.	Yukon	Yukon	Male	Hommes	10
2023	Q2	Apr	2023	T2	avr.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2025	Q4	Dec	2025	T4	déc.	Quebec	Québec	Female	Femmes	2665
2015	Q4	Dec	2015	T4	déc.	British Columbia	Colombie-Britannique	Female	Femmes	1535
2025	Q4	Oct	2025	T4	oct.	Quebec	Québec	Female	Femmes	2545
2022	Q4	Dec	2022	T4	déc.	Yukon	Yukon	Male	Hommes	5
2017	Q4	Oct	2017	T4	oct.	British Columbia	Colombie-Britannique	Female	Femmes	1490
2017	Q2	Jun	2017	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	10
2022	Q1	Feb	2022	T1	fév.	Yukon	Yukon	Male	Hommes	30
2017	Q4	Oct	2017	T4	oct.	Ontario	Ontario	Another gender	Un autre genre	--
2024	Q3	Jul	2024	T3	juil.	British Columbia	Colombie-Britannique	Male	Hommes	2835
2016	Q1	Feb	2016	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	5
2015	Q2	Jun	2015	T2	juin	Manitoba	Manitoba	Female	Femmes	745
2019	Q1	Feb	2019	T1	fév.	Yukon	Yukon	Female	Femmes	10
2022	Q1	Jan	2022	T1	janv.	Manitoba	Manitoba	Male	Hommes	790
2017	Q2	Apr	2017	T2	avr.	New Brunswick	Nouveau-Brunswick	Male	Hommes	170
2016	Q3	Aug	2016	T3	août	New Brunswick	Nouveau-Brunswick	Male	Hommes	145
2019	Q1	Mar	2019	T1	mars	Nunavut	Nunavut	Male	Hommes	--
2016	Q4	Nov	2016	T4	nov.	Nunavut	Nunavut	Male	Hommes	--
2022	Q1	Mar	2022	T1	mars	Quebec	Québec	Female	Femmes	2925
2016	Q1	Jan	2016	T1	janv.	Manitoba	Manitoba	Male	Hommes	605
2023	Q1	Jan	2023	T1	janv.	Quebec	Québec	Female	Femmes	2915
2016	Q2	Jun	2016	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	50
2017	Q4	Nov	2017	T4	nov.	Ontario	Ontario	Male	Hommes	4730
2015	Q1	Mar	2015	T1	mars	Yukon	Yukon	Male	Hommes	5
2023	Q4	Nov	2023	T4	nov.	Nunavut	Nunavut	Male	Hommes	--
2025	Q1	Mar	2025	T1	mars	Quebec	Québec	Female	Femmes	2090
2020	Q1	Feb	2020	T1	fév.	Ontario	Ontario	Female	Femmes	6215
2016	Q2	Apr	2016	T2	avr.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	15
2017	Q1	Jan	2017	T1	janv.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2015	Q3	Aug	2015	T3	août	Ontario	Ontario	Male	Hommes	4530
2019	Q1	Feb	2019	T1	fév.	Alberta	Alberta	Male	Hommes	1205
2025	Q4	Nov	2025	T4	nov.	Yukon	Yukon	Male	Hommes	20
2017	Q2	May	2017	T2	mai	Ontario	Ontario	Male	Hommes	4250
2019	Q3	Sep	2019	T3	sept.	New Brunswick	Nouveau-Brunswick	Male	Hommes	320
2024	Q3	Aug	2024	T3	août	Manitoba	Manitoba	Female	Femmes	1090
2019	Q1	Feb	2019	T1	fév.	Alberta	Alberta	Another gender	Un autre genre	--
2015	Q2	Jun	2015	T2	juin	Yukon	Yukon	Male	Hommes	10
2015	Q4	Nov	2015	T4	nov.	Nunavut	Nunavut	Female	Femmes	--
2023	Q1	Jan	2023	T1	janv.	Quebec	Québec	Male	Hommes	3075
2022	Q3	Aug	2022	T3	août	Alberta	Alberta	Male	Hommes	1680
2023	Q4	Oct	2023	T4	oct.	Manitoba	Manitoba	Male	Hommes	850
2023	Q2	May	2023	T2	mai	Quebec	Québec	Female	Femmes	1865
2021	Q1	Jan	2021	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	25
2018	Q3	Sep	2018	T3	sept.	Yukon	Yukon	Female	Femmes	10
2022	Q4	Dec	2022	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	45
2025	Q3	Jul	2025	T3	juil.	Saskatchewan	Saskatchewan	Female	Femmes	720
2024	Q4	Oct	2024	T4	oct.	Yukon	Yukon	Male	Hommes	30
2021	Q4	Oct	2021	T4	oct.	British Columbia	Colombie-Britannique	Male	Hommes	4140
2021	Q4	Dec	2021	T4	déc.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	5
2016	Q3	Aug	2016	T3	août	Nunavut	Nunavut	Male	Hommes	--
2022	Q1	Jan	2022	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2015	Q1	Jan	2015	T1	janv.	Yukon	Yukon	Male	Hommes	10
2020	Q3	Sep	2020	T3	sept.	Saskatchewan	Saskatchewan	Female	Femmes	265
2019	Q1	Mar	2019	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	115
2024	Q4	Dec	2024	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	10
2019	Q3	Aug	2019	T3	août	British Columbia	Colombie-Britannique	Male	Hommes	2505
2016	Q4	Nov	2016	T4	nov.	British Columbia	Colombie-Britannique	Male	Hommes	950
2024	Q4	Nov	2024	T4	nov.	Quebec	Québec	Female	Femmes	2525
