EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_GENDER	FR_SEXE	TOTAL
2020	Q4	Nov	2020	T4	nov.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	--
2016	Q2	Jun	2016	T2	juin	Quebec	Québec	Another gender	Un autre genre	--
2022	Q3	Jul	2022	T3	juil.	Yukon	Yukon	Female	Femmes	20
2018	Q3	Aug	2018	T3	août	British Columbia	Colombie-Britannique	Male	Hommes	1620
2021	Q4	Oct	2021	T4	oct.	Ontario	Ontario	Female	Femmes	10735
2024	Q4	Oct	2024	T4	oct.	Ontario	Ontario	Male	Hommes	7935
2022	Q2	Apr	2022	T2	avr.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	445
2024	Q3	Jul	2024	T3	juil.	Manitoba	Manitoba	Male	Hommes	1405
2017	Q2	Jun	2017	T2	juin	Ontario	Ontario	Male	Hommes	4745
2018	Q2	Jun	2018	T2	juin	British Columbia	Colombie-Britannique	Female	Femmes	2135
2023	Q4	Dec	2023	T4	déc.	Saskatchewan	Saskatchewan	Male	Hommes	955
2016	Q3	Sep	2016	T3	sept.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	160
2021	Q4	Oct	2021	T4	oct.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2021	Q3	Aug	2021	T3	août	Saskatchewan	Saskatchewan	Male	Hommes	480
2016	Q3	Sep	2016	T3	sept.	Yukon	Yukon	Male	Hommes	5
2020	Q3	Aug	2020	T3	août	Ontario	Ontario	Female	Femmes	2600
2024	Q1	Jan	2024	T1	janv.	Ontario	Ontario	Female	Femmes	10885
2025	Q2	May	2025	T2	mai	Ontario	Ontario	Female	Femmes	7855
2023	Q4	Oct	2023	T4	oct.	Saskatchewan	Saskatchewan	Male	Hommes	945
2017	Q2	Jun	2017	T2	juin	Manitoba	Manitoba	Female	Femmes	765
2020	Q4	Dec	2020	T4	déc.	British Columbia	Colombie-Britannique	Female	Femmes	995
2021	Q3	Aug	2021	T3	août	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2024	Q2	Apr	2024	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	230
2017	Q4	Dec	2017	T4	déc.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	160
2022	Q1	Jan	2022	T1	janv.	Ontario	Ontario	Female	Femmes	8490
2018	Q4	Oct	2018	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	65
2015	Q4	Oct	2015	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	35
2024	Q1	Mar	2024	T1	mars	British Columbia	Colombie-Britannique	Male	Hommes	2290
2024	Q3	Jul	2024	T3	juil.	Nunavut	Nunavut	Male	Hommes	--
2025	Q4	Dec	2025	T4	déc.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2017	Q2	Apr	2017	T2	avr.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2022	Q2	Jun	2022	T2	juin	Saskatchewan	Saskatchewan	Male	Hommes	1170
2017	Q1	Mar	2017	T1	mars	Quebec	Québec	Female	Femmes	2860
2021	Q4	Oct	2021	T4	oct.	Ontario	Ontario	Male	Hommes	11715
2026	Q1	Jan	2026	T1	janv.	Nunavut	Nunavut	Female	Femmes	--
2022	Q4	Nov	2022	T4	nov.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	250
2021	Q2	Apr	2021	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	40
2015	Q3	Jul	2015	T3	juil.	Quebec	Québec	Male	Hommes	2675
2023	Q2	Jun	2023	T2	juin	Quebec	Québec	Female	Femmes	2450
2015	Q4	Oct	2015	T4	oct.	British Columbia	Colombie-Britannique	Female	Femmes	1625
2018	Q1	Feb	2018	T1	fév.	New Brunswick	Nouveau-Brunswick	Another gender	Un autre genre	--
2023	Q3	Sep	2023	T3	sept.	Alberta	Alberta	Male	Hommes	1760
2018	Q3	Jul	2018	T3	juil.	Quebec	Québec	Female	Femmes	2640
2020	Q2	Jun	2020	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	120
2018	Q1	Mar	2018	T1	mars	Nunavut	Nunavut	Female	Femmes	--
2024	Q1	Jan	2024	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	265
2017	Q4	Nov	2017	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	50
2020	Q1	Feb	2020	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	80
2016	Q2	Apr	2016	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	35
2022	Q2	Apr	2022	T2	avr.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	545
2016	Q4	Oct	2016	T4	oct.	Yukon	Yukon	Female	Femmes	--
2015	Q1	Jan	2015	T1	janv.	Nunavut	Nunavut	Female	Femmes	--
2016	Q4	Dec	2016	T4	déc.	Yukon	Yukon	Male	Hommes	10
2025	Q3	Sep	2025	T3	sept.	Quebec	Québec	Male	Hommes	2800
2023	Q3	Jul	2023	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	10
2024	Q1	Feb	2024	T1	fév.	New Brunswick	Nouveau-Brunswick	Female	Femmes	635
2015	Q3	Aug	2015	T3	août	New Brunswick	Nouveau-Brunswick	Male	Hommes	115
2021	Q3	Aug	2021	T3	août	Ontario	Ontario	Male	Hommes	9795
2018	Q2	May	2018	T2	mai	Nova Scotia	Nouvelle-Écosse	Male	Hommes	260
2025	Q2	May	2025	T2	mai	Manitoba	Manitoba	Another gender	Un autre genre	--
2023	Q2	Apr	2023	T2	avr.	Nunavut	Nunavut	Female	Femmes	--
2022	Q4	Nov	2022	T4	nov.	Saskatchewan	Saskatchewan	Female	Femmes	785
2017	Q2	Jun	2017	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	110
2025	Q1	Feb	2025	T1	fév.	Alberta	Alberta	Female	Femmes	2460
2019	Q4	Nov	2019	T4	nov.	Alberta	Alberta	Female	Femmes	1665
2021	Q2	Jun	2021	T2	juin	British Columbia	Colombie-Britannique	Male	Hommes	3060
2023	Q3	Sep	2023	T3	sept.	New Brunswick	Nouveau-Brunswick	Male	Hommes	420
2025	Q2	Apr	2025	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	175
2017	Q3	Jul	2017	T3	juil.	British Columbia	Colombie-Britannique	Male	Hommes	1360
2019	Q4	Nov	2019	T4	nov.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	245
2017	Q1	Feb	2017	T1	fév.	Ontario	Ontario	Female	Femmes	4355
2022	Q3	Jul	2022	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	145
2024	Q3	Jul	2024	T3	juil.	Saskatchewan	Saskatchewan	Female	Femmes	1215
2020	Q2	Jun	2020	T2	juin	British Columbia	Colombie-Britannique	Female	Femmes	1975
2017	Q4	Dec	2017	T4	déc.	Manitoba	Manitoba	Female	Femmes	355
2019	Q2	Jun	2019	T2	juin	British Columbia	Colombie-Britannique	Female	Femmes	2665
2021	Q2	Apr	2021	T2	avr.	Nunavut	Nunavut	Female	Femmes	--
2015	Q2	Jun	2015	T2	juin	Ontario	Ontario	Another gender	Un autre genre	--
2018	Q3	Aug	2018	T3	août	Nunavut	Nunavut	Female	Femmes	--
2021	Q1	Feb	2021	T1	fév.	Saskatchewan	Saskatchewan	Female	Femmes	370
2023	Q2	Apr	2023	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	100
2025	Q3	Jul	2025	T3	juil.	British Columbia	Colombie-Britannique	Female	Femmes	2530
2016	Q3	Sep	2016	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	75
2023	Q3	Jul	2023	T3	juil.	Manitoba	Manitoba	Female	Femmes	965
2023	Q2	May	2023	T2	mai	Yukon	Yukon	Male	Hommes	50
2016	Q1	Feb	2016	T1	fév.	New Brunswick	Nouveau-Brunswick	Female	Femmes	505
2017	Q2	Jun	2017	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	50
2017	Q3	Sep	2017	T3	sept.	Saskatchewan	Saskatchewan	Male	Hommes	650
2018	Q3	Jul	2018	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2016	Q2	May	2016	T2	mai	Alberta	Alberta	Male	Hommes	2505
2015	Q1	Jan	2015	T1	janv.	Manitoba	Manitoba	Male	Hommes	330
2017	Q4	Oct	2017	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	115
2022	Q4	Dec	2022	T4	déc.	Saskatchewan	Saskatchewan	Male	Hommes	575
2025	Q3	Sep	2025	T3	sept.	Alberta	Alberta	Male	Hommes	2215
2019	Q2	May	2019	T2	mai	New Brunswick	Nouveau-Brunswick	Male	Hommes	285
2023	Q2	May	2023	T2	mai	Nova Scotia	Nouvelle-Écosse	Female	Femmes	410
2025	Q3	Jul	2025	T3	juil.	Manitoba	Manitoba	Male	Hommes	905
2024	Q3	Jul	2024	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	10
2016	Q2	Apr	2016	T2	avr.	Alberta	Alberta	Female	Femmes	2745
2016	Q1	Jan	2016	T1	janv.	Yukon	Yukon	Male	Hommes	10
2015	Q4	Oct	2015	T4	oct.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	165
2024	Q1	Feb	2024	T1	fév.	Manitoba	Manitoba	Female	Femmes	890
2023	Q4	Nov	2023	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	85
2019	Q1	Feb	2019	T1	fév.	Ontario	Ontario	Male	Hommes	4755
2020	Q4	Nov	2020	T4	nov.	Nunavut	Nunavut	Male	Hommes	--
2022	Q2	Jun	2022	T2	juin	Ontario	Ontario	Female	Femmes	9405
2021	Q1	Jan	2021	T1	janv.	Manitoba	Manitoba	Male	Hommes	750
2025	Q2	May	2025	T2	mai	Nova Scotia	Nouvelle-Écosse	Male	Hommes	370
2016	Q1	Mar	2016	T1	mars	Manitoba	Manitoba	Female	Femmes	775
2024	Q4	Oct	2024	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	190
2015	Q3	Jul	2015	T3	juil.	New Brunswick	Nouveau-Brunswick	Male	Hommes	140
2018	Q3	Jul	2018	T3	juil.	Quebec	Québec	Male	Hommes	2555
2023	Q3	Sep	2023	T3	sept.	Alberta	Alberta	Female	Femmes	1970
2025	Q1	Mar	2025	T1	mars	Ontario	Ontario	Male	Hommes	7725
2015	Q3	Jul	2015	T3	juil.	British Columbia	Colombie-Britannique	Male	Hommes	1860
2016	Q4	Nov	2016	T4	nov.	New Brunswick	Nouveau-Brunswick	Male	Hommes	85
2017	Q4	Oct	2017	T4	oct.	Manitoba	Manitoba	Male	Hommes	455
2019	Q2	Apr	2019	T2	avr.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	15
2020	Q4	Nov	2020	T4	nov.	Yukon	Yukon	Female	Femmes	5
2019	Q1	Feb	2019	T1	fév.	Ontario	Ontario	Female	Femmes	5045
2025	Q3	Aug	2025	T3	août	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	15
2015	Q1	Mar	2015	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	40
2016	Q1	Jan	2016	T1	janv.	Manitoba	Manitoba	Female	Femmes	580
2016	Q2	Jun	2016	T2	juin	Yukon	Yukon	Male	Hommes	10
2020	Q4	Nov	2020	T4	nov.	New Brunswick	Nouveau-Brunswick	Female	Femmes	105
2022	Q1	Mar	2022	T1	mars	Saskatchewan	Saskatchewan	Male	Hommes	775
2025	Q4	Dec	2025	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	10
2016	Q4	Nov	2016	T4	nov.	Manitoba	Manitoba	Male	Hommes	470
2019	Q2	May	2019	T2	mai	Manitoba	Manitoba	Female	Femmes	935
2025	Q3	Sep	2025	T3	sept.	Saskatchewan	Saskatchewan	Male	Hommes	500
2022	Q2	May	2022	T2	mai	British Columbia	Colombie-Britannique	Female	Femmes	2550
2020	Q4	Nov	2020	T4	nov.	British Columbia	Colombie-Britannique	Male	Hommes	1315
2020	Q2	May	2020	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	55
2019	Q3	Aug	2019	T3	août	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2020	Q1	Feb	2020	T1	fév.	New Brunswick	Nouveau-Brunswick	Male	Hommes	180
2020	Q2	May	2020	T2	mai	Alberta	Alberta	Male	Hommes	660
2016	Q1	Jan	2016	T1	janv.	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	5
2020	Q4	Oct	2020	T4	oct.	Nunavut	Nunavut	Male	Hommes	--
2025	Q2	May	2025	T2	mai	Saskatchewan	Saskatchewan	Male	Hommes	540
2015	Q2	Apr	2015	T2	avr.	Alberta	Alberta	Male	Hommes	1865
2021	Q3	Aug	2021	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	95
2023	Q4	Nov	2023	T4	nov.	Yukon	Yukon	Female	Femmes	15
2021	Q1	Feb	2021	T1	fév.	Ontario	Ontario	Male	Hommes	5740
2023	Q3	Jul	2023	T3	juil.	British Columbia	Colombie-Britannique	Female	Femmes	2625
2025	Q4	Oct	2025	T4	oct.	Ontario	Ontario	Female	Femmes	7710
2016	Q1	Feb	2016	T1	fév.	Yukon	Yukon	Male	Hommes	10
2018	Q3	Aug	2018	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	125
2018	Q2	Apr	2018	T2	avr.	Manitoba	Manitoba	Male	Hommes	740
2015	Q4	Oct	2015	T4	oct.	Ontario	Ontario	Female	Femmes	4670
2025	Q4	Dec	2025	T4	déc.	New Brunswick	Nouveau-Brunswick	Male	Hommes	295
2015	Q2	Jun	2015	T2	juin	British Columbia	Colombie-Britannique	Male	Hommes	1710
2024	Q4	Oct	2024	T4	oct.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	20
2023	Q4	Dec	2023	T4	déc.	New Brunswick	Nouveau-Brunswick	Female	Femmes	590
2023	Q3	Sep	2023	T3	sept.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	305
2022	Q1	Jan	2022	T1	janv.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2015	Q3	Jul	2015	T3	juil.	Quebec	Québec	Another gender	Un autre genre	--
2025	Q1	Mar	2025	T1	mars	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
